"X","newMark","accode","schemerefno","monthly","monthly_ab_consumed","no_of_transactions","monthly_per_ab_del","monthly_ab_del","monthly_per_ab_id","monthly_ab_id","monthly_per_ab_opt","monthly_ab_opt","monthly_per_ab_fut","monthly_ab_fut","Mark","mark10","mark25","mark50","mark75","mark100","mark10t","mark25t","mark50t","mark75t","mark100t","no_of_schemes","tenure","behavioural"
"402",0,"11815066",79137,"2016-10",3020.27175,3,100,3020.27175,0,0,0,0,0,0,0,1,1,0,0,0,2,6,0,0,0,2,1663,"Ultra_Fno"
"403",0,"11815066",79137,"2016-11",7829.786475,4,100,7829.786475,0,0,0,0,0,0,0,1,1,0,0,0,2,6,0,0,0,2,1694,"Ultra_Fno"
"404",0,"11815066",79137,"2016-12",1718.45325,1,100,1718.45325,0,0,0,0,0,0,0,1,1,1,0,0,2,6,12,0,0,2,1724,"Ultra_Fno"
"405",0,"11815066",79137,"2017-01",1650.958245,3,84.0113300382106,1386.99198,15.9886699617894,263.966265,0,0,0,0,0,1,1,1,0,0,2,6,12,0,0,2,1755,"Ultra_Fno"
"406",0,"11815066",79137,"2017-02",4811.945325,6,92.5859506726627,4455.185325,0,0,0,0,7.41404932733727,356.76,0,1,1,1,1,0,2,6,12,19,0,2,1786,"Ultra_Fno"
"407",0,"11815066",79137,"2017-03",1198.670475,5,40.7080582342699,487.955475,0,0,0,0,59.2919417657301,710.715,0,1,1,1,1,0,2,6,12,-1,0,2,1814,"Ultra_Fno"
"408",0,"11815066",79137,"2017-04",2088.8625,4,66.252086961205,1383.915,0,0,0,0,33.747913038795,704.9475,0,1,1,1,1,0,2,6,12,19,0,2,1845,"Ultra_Fno"
"409",0,"11815066",79137,"2017-05",472.06875,2,0,0,0,0,0,0,100,472.06875,0,1,1,1,1,0,2,6,12,19,0,2,1875,"Ultra_Fno"
"410",0,"11815217",71082,"2016-02",150,1,0,0,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,"NA"
"411",0,"11815217",71082,"2016-03",2153.94,12,3.89704448591883,83.94,0,0,96.1029555140812,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1272,"NA"
"412",0,"11815217",71082,"2016-04",1920,10,0,0,0,0,100,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1303,"NA"
"413",0,"11815217",71082,"2016-05",2567.8102,8,6.53514811959233,167.8102,0,0,93.4648518804077,2400,0,0,0,1,0,0,0,0,26,0,0,0,0,1,1333,"NA"
"414",0,"11815217",71082,"2016-06",2193.0578,8,15.1869139062363,333.0578,0,0,84.8130860937637,1860,0,0,0,1,0,0,0,0,26,0,0,0,0,1,1364,"NA"
"415",0,"11815217",71082,"2016-07",5353.4407,14,52.048558229103,2786.3887,0,0,43.1498195170071,2310,4.80162225388991,257.052,0,1,1,0,0,0,26,45,0,0,0,1,1394,"NA"
"416",0,"11815217",71082,"2016-08",3522.03,14,37.8199504263166,1332.03,0,0,62.1800495736834,2190,0,0,0,1,1,0,0,0,26,45,0,0,0,1,1425,"NA"
"417",0,"11815217",71082,"2016-09",4123.538,15,45.124963077823,1860.745,0,0,38.5591208326442,1590,16.3159160895328,672.793,0,1,1,0,0,0,26,45,0,0,0,1,1456,"NA"
"418",0,"11815217",71082,"2016-10",3457.2926,14,61.473900126359,2125.3326,0,0,29.502854343309,1020,9.02324553033203,311.96,0,1,1,1,0,0,26,45,94,0,0,1,1486,"NA"
"419",1,"11815217",71082,"2016-11",3991.7172,14,43.4939228660788,1736.1544,0,0,48.8511560889133,1950,7.6549210450079,305.5628,1,1,1,1,0,0,26,45,94,0,0,1,1517,"NA"
"420",1,"11815217",71082,"2016-12",13698.1475,21,3.70149029275674,507.0356,0,0,47.5246744130913,6510,48.773835294152,6681.1119,0,1,1,1,1,0,26,45,94,120,0,1,1547,"NA"
"421",1,"11815217",71082,"2017-01",5083.0815,17,6.56112832343924,333.5075,0,0,60.7898968371843,3090,32.6489748393765,1659.574,0,1,1,1,1,0,26,45,94,120,0,1,1578,"NA"
"422",1,"11815217",71082,"2017-02",1845.84448,12,11.8807668997119,219.30048,0,0,74.7625282060598,1380,28.927206803468,533.95125,0,1,1,1,1,1,26,45,94,120,158,1,1609,"NA"
"423",0,"11815217",85033,"2017-02",377.407249999997,3,0,0,0,0,39.7448644667005,150,60.2551355332995,227.407249999997,0,0,0,0,0,0,0,0,0,0,0,2,1609,"NA"
"424",0,"11815217",85033,"2017-03",1114.46575,6,14.2166773631222,158.44,0,0,75.3724374212487,840,10.4108852156291,116.02575,0,0,0,0,0,0,0,0,0,0,0,2,1637,"NA"
"425",0,"11815217",85033,"2017-04",3999.4181,12,84.568880157841,3382.2631,0,0,7.50109122124541,300,7.93002862091363,317.155,0,1,0,0,0,0,13,0,0,0,0,2,1668,"NA"
"426",0,"11815217",85033,"2017-05",324.85,3,28.5824226566107,92.85,0,0,9.23503155302447,30,62.1825457903648,202,0,1,0,0,0,0,13,0,0,0,0,2,1698,"NA"
"427",0,"11815231",76483,"2016-06",3006.47248,5,98.3264347059648,2956.1572,1.67356529403522,50.31528,0,0,0,0,0,1,1,1,1,0,2,4,5,6,0,1,1352,"Ultra_Delivery"
"428",0,"11815231",76483,"2016-07",1886.6408,2,84.1181568143054,1587.00746666667,15.8818431856946,299.633333333333,0,0,0,0,0,1,1,1,1,0,2,4,5,6,0,1,1382,"Ultra_Delivery"
"429",1,"11815231",79753,"2016-08",5000,4,109.780704,5489.0352,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,4,2,1413,"Ultra_Delivery"
"430",0,"11815231",86685,"2017-01",9772.9554,11,100,9772.9554,0,0,0,0,0,0,0,1,1,1,1,1,2,3,6,7,12,3,1566,"Ultra_Delivery"
"431",0,"11815231",86685,"2017-02",227.044599999999,1,924.598338828586,2099.2506,0,0,0,0,0,0,0,1,1,1,1,1,2,3,6,7,12,3,1597,"Ultra_Delivery"
"432",0,"11815231",93509,"2017-03",3116.4561,4,89.4842670814455,2788.7379,10.5157329185545,327.7182,0,0,0,0,0,1,1,1,1,1,1,3,4,5,7,4,1625,"Ultra_Delivery"
"433",0,"11815231",93509,"2017-04",1883.5439,3,100.535485262648,1893.63,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,5,7,4,1656,"Ultra_Delivery"
"434",1,"11815302",75511,"2016-06",2499.9998525,18,57.4513483896296,1436.283625,52.5824890023668,1314.5621475,0,0,0,0,1,1,1,1,1,0,4,9,14,15,0,1,1302,"Ultra_Intraday"
"435",0,"11815302",94524,"2017-04",45.766375,2,100,45.766375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1606,"Ultra_Intraday"
"436",0,"12202964",64157,"2015-08",658.016,12,1.21820746000097,8.016,0,0,98.781792539999,650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2698,"Ultra_Fno"
"437",0,"12202964",64157,"2015-09",9341.984095,13,5.5230424795537,515.96175,0.854535227080153,79.830545,127.381933848176,11900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2729,"Ultra_Fno"
"438",0,"12202964",66621,"2015-10",10000.00004,6,10.1225174595099,1012.25175,0.993755396024978,99.37554,89.5999996416,8960,0,0,0,1,1,1,1,1,1,1,1,1,6,2,2759,"Ultra_Fno"
"439",0,"12205438",73527,"2016-04",2280.2915,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,7,0,0,0,1,1582,"Ultra_Fno"
"440",0,"12205438",73527,"2016-05",1583.04275,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,7,0,0,0,1,1612,"Ultra_Fno"
"441",0,"12205438",73527,"2016-06",6136.665975,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,7,26,29,38,1,1643,"Ultra_Fno"
"442",0,"12205438",76639,"2016-06",912.507899999999,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,8,0,0,0,2,1643,"Ultra_Fno"
"443",0,"12205438",76639,"2016-07",4039.908125,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,8,0,0,0,2,1673,"Ultra_Fno"
"444",0,"12205438",76639,"2016-08",1319.498125,15,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,8,23,0,0,2,1704,"Ultra_Fno"
"445",0,"12205438",76639,"2016-09",580.383375,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,8,23,37,0,2,1735,"Ultra_Fno"
"446",0,"12205438",76639,"2016-10",302.837875,14,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,8,23,37,0,2,1765,"Ultra_Fno"
"447",0,"12205438",76639,"2016-11",840.04775,19,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,8,23,37,0,2,1796,"Ultra_Fno"
"448",0,"12205438",76639,"2016-12",21.05225,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,8,23,37,0,2,1826,"Ultra_Fno"
"449",0,"12205899",79500,"2016-08",10964.956225,8,100,10964.956225,0,0,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,1,1386,"Ultra_Delivery"
"450",0,"12205899",79500,"2016-09",26421.8493177273,21,95.4082200425326,25208.6161363636,4.5917799574674,1213.23318136364,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,1,1417,"Ultra_Delivery"
"451",0,"12205899",79500,"2016-10",16424.6082405,10,69.6987266142033,11447.742795,30.6961068031326,5041.7152875,0,0,0,0,0,1,1,1,1,1,6,10,25,28,38,1,1447,"Ultra_Delivery"
"452",0,"12205899",81509,"2016-10",18142.4732937208,7,67.0599300568752,12166.3299013564,32.9400699431248,5976.14339236436,0,0,0,0,0,1,1,0,0,0,5,11,0,0,0,2,1447,"Ultra_Delivery"
"453",0,"12205899",81509,"2016-11",36034.7816698548,20,86.3463890385327,31114.7327698387,13.6536109614674,4920.04890001613,0,0,0,0,0,1,1,0,0,0,5,11,0,0,0,2,1478,"Ultra_Delivery"
"454",1,"12205899",81509,"2016-12",29305.9416315,20,64.7671693974792,18980.62886,35.2328306025208,10325.3127715,0,0,0,0,1,1,1,1,0,0,5,11,33,0,0,2,1508,"Ultra_Delivery"
"455",1,"12205899",81509,"2017-01",16168.262267,18,53.9181598556388,8717.629495,46.0818401443611,7450.632772,0,0,0,0,0,1,1,1,1,0,5,11,33,46,0,2,1539,"Ultra_Delivery"
"456",1,"12205899",81509,"2017-02",10544.3605765,12,29.4279203322728,3102.98603,70.5720796677272,7441.3745465,0,0,0,0,0,1,1,1,1,0,5,11,33,46,0,2,1570,"Ultra_Delivery"
"457",1,"12205899",81509,"2017-03",12265.783409,7,48.4668112784761,5944.83409666667,64.2082235534551,7875.64163183333,0,0,0,0,0,1,1,1,1,0,5,11,33,46,0,2,1598,"Ultra_Delivery"
"458",0,"12205899",93930,"2017-03",1263.33972,1,84.080123753253,1062.2176,15.919876246747,201.12212,0,0,0,0,0,1,1,0,0,0,6,14,0,0,0,3,1598,"Ultra_Delivery"
"459",0,"12205899",93930,"2017-04",16564.49231625,17,71.2517930150401,11802.4977791667,28.7482069849599,4761.99453708333,0,0,0,0,0,1,1,0,0,0,6,14,0,0,0,3,1629,"Ultra_Delivery"
"460",0,"12205899",93930,"2017-05",12183.4025325,18,50.8032413371849,6189.56339166667,49.1967586628151,5993.83914083333,0,0,0,0,0,1,1,1,0,0,6,14,28,0,0,3,1659,"Ultra_Delivery"
"461",0,"12205899",93930,"2017-06",1263.78051,2,71.3481884603522,901.6845,28.6518115396478,362.09601,0,0,0,0,0,1,1,1,0,0,6,14,28,0,0,3,1690,"Ultra_Delivery"
"462",0,"12206165",72074,"2016-03",1806.544125,2,100,1806.544125,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1069,"Ultra_Delivery"
"463",0,"12206165",72074,"2016-04",980.94375,4,100,980.94375,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1100,"Ultra_Delivery"
"464",1,"12206165",72074,"2016-05",2212.512075,4,104.565832708506,2313.531675,0,0,0,0,0,0,1,1,1,1,1,0,1,1,5,8,0,1,1130,"Ultra_Delivery"
"465",0,"12206165",78470,"2016-08",959.4,4,100,959.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1222,"Ultra_Delivery"
"466",0,"12206165",78470,"2016-09",615.3001,1,100,615.3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1253,"Ultra_Delivery"
"467",0,"12206165",78470,"2016-10",640.6,2,100,640.6,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,1283,"Ultra_Delivery"
"468",0,"12206165",78470,"2016-11",387.2,2,100,387.2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,1314,"Ultra_Delivery"
"469",0,"12206165",78470,"2017-03",1178.885,5,100,1178.885,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,1434,"Ultra_Delivery"
"470",0,"12206165",78470,"2017-04",248.4492,1,100,248.4492,0,0,0,0,0,0,0,1,1,0,0,0,-1,14,0,0,0,2,1465,"Ultra_Delivery"
"471",0,"12207207",74525,"2016-05",1292.86118,7,12.7449298152799,164.77425,87.2550701847201,1128.08693,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,606,"Ultra_Delivery"
"472",1,"12207207",74525,"2016-06",1287.386195,11,85.9892279643406,1107.01345,2.35925669530735,30.372745,11.6515153403521,150,0,0,1,1,0,0,0,0,7,0,0,0,0,1,637,"Ultra_Delivery"
"473",1,"12207207",74525,"2016-07",944.72625,7,52.3671539771442,494.72625,0,0,47.6328460228558,450,0,0,0,1,1,0,0,0,7,18,0,0,0,1,667,"Ultra_Delivery"
"474",1,"12207207",74525,"2016-08",5098.40777,18,8.62315589166772,439.64365,3.40267251711018,173.48212,63.2550424659344,3225,24.7191291252877,1260.282,0,1,1,1,1,0,7,18,29,34,0,1,698,"Ultra_Delivery"
"475",1,"12207207",74525,"2016-09",1178.906,3,58.1106551328096,685.07,0,0,50.8946429995267,600,19.2212101728213,226.6,0,1,1,1,1,0,7,18,29,34,0,1,729,"Ultra_Delivery"
"476",0,"12207207",80118,"2016-09",8759.72367566667,15,1.40339529592118,122.93355,1.06190517468487,93.019959,68.7446646678426,6021.84266666667,28.7900348615513,2521.9275,0,1,1,1,1,0,3,5,8,11,0,2,729,"Ultra_Delivery"
"477",0,"12207207",80118,"2016-10",448.3115,6,6.02259812652586,27,0,0,78.0707164549649,350,15.9066854185092,71.3115,0,1,1,1,1,0,3,5,8,11,0,2,759,"Ultra_Delivery"
"478",0,"12207207",80118,"2016-11",66.0264,4,100,66.0264,0,0,0,0,0,0,0,1,1,1,1,0,3,5,8,11,0,2,790,"Ultra_Delivery"
"479",0,"12207207",80118,"2017-05",239.4899,5,100,239.4899,0,0,0,0,0,0,0,1,1,1,1,0,3,5,8,11,0,2,971,"Ultra_Delivery"
"480",0,"12207207",80118,"2017-06",2052.3483,4,7.4231211144814,152.3483,0,0,92.5768788855186,1900,0,0,0,1,1,1,1,1,3,5,8,11,34,2,1002,"Ultra_Delivery"
"481",0,"12207250",61815,"2015-02",7888.852875,10,0,0,0,0,28.0073704632247,2209.46025,71.9926295367753,5679.392625,0,1,1,1,0,0,4,8,17,0,0,1,125,"NA"
"482",0,"12207250",61815,"2015-03",6456.32715,9,0,0,0,0,29.5385589312958,1907.106,76.8505968598571,4961.72595,0,1,1,1,0,0,4,8,17,0,0,1,153,"NA"
"483",0,"12207250",62587,"2015-04",5313.091449,16,0,0,0,0,0.0625624465888993,3.324,99.9374375534111,5309.767449,0,1,1,0,0,0,4,20,0,0,0,2,184,"NA"
"484",0,"12207250",62587,"2015-05",6268.56258,20,0,0,0,0,0.023354636430861,1.464,99.9766453635691,6267.09858,0,1,1,0,0,0,4,20,0,0,0,2,214,"NA"
"485",1,"12207250",62587,"2015-06",5854.14195,22,0,0,0,0,0.110280892659256,6.456,99.8897191073408,5847.68595,1,1,1,1,0,0,4,20,39,0,0,2,245,"NA"
"486",1,"12207250",62587,"2015-07",3449.167425,21,0,0,0,0,0.00661029088780751,0.228,99.9933897091122,3448.939425,0,1,1,1,1,0,4,20,39,55,0,2,275,"NA"
"487",1,"12207250",62587,"2015-08",1131.1042599502,18,8.5293331898533,96.4756510557769,40.2156635776838,454.881083894422,0.0148527422226663,0.168,51.2401504902402,579.579525,0,1,1,1,1,0,4,20,39,55,0,2,306,"NA"
"488",1,"12207250",62587,"2015-09",2983.931997,15,0.531562046854514,15.86145,0.128226682238295,3.826197,0,0,105.568701068491,3150.09825,0,1,1,1,1,0,4,20,39,55,0,2,337,"NA"
"489",0,"12207250",66247,"2015-09",623.968725,2,0,0,0,0,0,0,100,623.968725,0,1,0,0,0,0,20,0,0,0,0,3,337,"NA"
"490",0,"12207250",66247,"2015-10",3388.0047374717,20,0.572038406190354,19.3806883018868,0.00346514184330598,0.117399169811321,0.0177095384006975,0.6,99.4067869135656,3367.90665,0,1,0,0,0,0,20,0,0,0,0,3,367,"NA"
"491",1,"12207250",66247,"2015-11",4779.4446,18,0.276308255565929,13.206,0,0,0.00225967678336516,0.108,99.7214320676507,4766.1306,1,1,1,0,0,0,20,29,0,0,0,3,398,"NA"
"492",1,"12207250",66247,"2015-12",5107.4358,22,0,0,0,0,0,0,100,5107.4358,0,1,1,1,0,0,20,29,56,0,0,3,428,"NA"
"493",1,"12207250",66247,"2016-01",5441.418849,20,0,0,0.00236976795167491,0.128949,0.015547415545037,0.846,99.9820828165033,5440.4439,0,1,1,1,1,0,20,29,56,73,0,3,459,"NA"
"494",1,"12207250",66247,"2016-02",5659.72744,10,0,0,0,0,0.000636073033227197,0.036,111.507184876026,6311.00274,0,1,1,1,1,1,20,29,56,73,92,3,490,"NA"
"495",0,"12207250",70354,"2016-02",10203.5753,12,0,0,0,0,49.9824801606551,5100,50.0175198393449,5103.5753,0,1,1,0,0,0,4,8,0,0,0,4,490,"NA"
"496",0,"12207250",70354,"2016-03",1149.3306,3,0,0,0,0,36.5430103401058,420,63.4569896598942,729.3306,0,1,1,0,0,0,4,8,0,0,0,4,519,"NA"
"497",0,"12207250",70354,"2016-04",674.709,8,0,0,0,0,0,0,100,674.709,0,1,1,0,0,0,4,8,0,0,0,4,550,"NA"
"498",1,"12207250",70354,"2016-05",3407.4961554,21,0.0839414593459529,2.860302,1.56713309611149e-06,5.34e-05,0,0,99.9160569735209,3404.6358,1,1,1,1,0,0,4,8,28,0,0,4,580,"NA"
"499",1,"12207250",70354,"2016-06",1098.48462,16,0.136125711072769,1.49532,0,0,5.46207010162782,60,94.4018041872994,1036.9893,0,1,1,1,0,0,4,8,28,0,0,4,611,"NA"
"500",1,"12207250",70354,"2016-07",7380.0102,11,0.000138211191090224,0.0102,0,0,99.9998617888089,7380,0,0,0,1,1,1,1,0,4,8,28,54,0,4,641,"NA"
"501",1,"12207250",70354,"2016-08",1124.5602,4,0,0,0,0,122.714639909895,1380,0,0,0,1,1,1,1,1,4,8,28,54,75,4,672,"NA"
"502",0,"12207250",78970,"2016-08",4330.2932,18,0,0,0,0,100,4330.2932,0,0,0,1,0,0,0,0,11,0,0,0,0,5,672,"NA"
"503",0,"12207250",78970,"2016-09",1900,15,0,0,0,0,100,1900,0,0,0,1,0,0,0,0,11,0,0,0,0,5,703,"NA"
"504",0,"12207250",78970,"2016-10",0.004806,3,100,0.004806,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,5,733,"NA"
"505",0,"12400047",93857,"2017-03",3394.72,2,100,3394.72,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,5,6,1,4717,"Ultra_Delivery"
"506",0,"12400047",93857,"2017-04",6605.280045,4,99.6645222481252,6583.1208,7.50099377504894,495.461645,0,0,0,0,0,1,1,1,1,1,2,2,4,5,6,1,4748,"Ultra_Delivery"
"507",0,"12400047",95667,"2017-04",140.844095,1,0,0,100,140.844095,0,0,0,0,0,1,1,1,1,1,2,4,6,7,8,2,4748,"Ultra_Delivery"
"508",0,"12400047",95667,"2017-05",9859.15592416667,7,105.570862388132,10408.3959333333,2.33555937855599,230.266440833333,0,0,0,0,0,1,1,1,1,1,2,4,6,7,8,2,4778,"Ultra_Delivery"
"509",0,"12400047",97836,"2017-05",1346.9346,2,100,1346.9346,0,0,0,0,0,0,0,1,1,1,1,0,2,2,4,4,0,3,4778,"Ultra_Delivery"
"510",0,"12400047",97836,"2017-06",2469.73758075,3,80.7201507171705,1993.5758975,19.2798492828295,476.16168325,0,0,0,0,0,1,1,1,1,0,2,2,4,4,0,3,4809,"Ultra_Delivery"
"511",0,"12400070",95595,"2017-05",5174.74834,9,98.8697626211519,5116.2614,1.13023737884807,58.48694,0,0,0,0,0,1,1,1,0,0,3,5,9,0,0,1,4778,"Ultra_Delivery"
"512",0,"12400070",95595,"2017-06",654.9746,1,88.0178559596051,576.4946,11.9821440403948,78.48,0,0,0,0,0,1,1,1,0,0,3,5,9,0,0,1,4809,"Ultra_Delivery"
"513",0,"12400084",93856,"2017-03",585.48,1,0,0,0,0,0,0,100,585.48,0,1,1,1,1,1,2,3,4,6,8,1,4717,"Ultra_Delivery"
"514",0,"12400084",93856,"2017-04",9414.52,7,7.20652778898977,678.46,0,0,15.9328356623598,1500,91.2139439928961,8587.355,0,1,1,1,1,1,2,3,4,6,8,1,4748,"Ultra_Delivery"
"515",0,"12400084",95861,"2017-05",10000,8,12.20637,1220.637,0,0,4,400,84.029947,8402.9947,0,1,1,1,1,1,2,2,4,5,8,2,4778,"Ultra_Delivery"
"516",0,"12404032",91325,"2017-03",2921.425,2,10.4774074295934,306.0896,6.648912773732,194.243,102.68961208999,3000,71.7988652797864,2097.55,0,1,1,1,0,0,1,1,1,0,0,1,1021,"NA"
"517",0,"12404032",93860,"2017-03",5000,2,0,0,0,0,106,5300,21.04165,1052.0825,0,1,1,1,1,1,1,1,1,1,2,2,1021,"NA"
"518",0,"12511117",78717,"2016-07",1593.3145,1,8.02729153597736,127.9,0,0,0.941433721967634,15,91.031274742055,1450.4145,0,1,1,1,1,0,6,8,14,20,0,1,1257,"Ultra_Fno"
"519",0,"12511117",78717,"2016-08",21320.43492,24,33.666158907794,7177.7715,1.85533232077238,395.56492,29.4787607456556,6285,34.9997480257781,7462.0985,0,1,1,1,1,0,6,8,14,20,0,1,1288,"Ultra_Fno"
"520",1,"12511117",78717,"2016-09",9909.929145,12,34.3170581771097,3400.79615,2.29301937153255,227.236595,5.75180701758691,570,58.5944098594259,5806.6645,1,1,1,1,1,1,6,8,14,20,32,1,1319,"Ultra_Fno"
"521",0,"12511117",92730,"2017-03",18589.1947,8,5.59031586236493,1039.1947,0,0,94.4096841376351,17550,0,0,0,1,1,1,1,0,1,2,6,11,0,2,1500,"Ultra_Fno"
"522",0,"12511117",92730,"2017-04",10694.0708,13,58.3881565474581,6244.0708,0,0,41.6118434525419,4450,0,0,0,1,1,1,1,0,1,2,6,11,0,2,1531,"Ultra_Fno"
"523",0,"12511117",92730,"2017-05",716.734499999999,1,73.1250972291694,524.1128,0,0,90.689090590728,650,0,0,0,1,1,1,1,1,1,2,6,11,22,2,1561,"Ultra_Fno"
"524",0,"12544347",65921,"2015-09",NA,3,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,607,"Ultra_Delivery"
"525",0,"12544347",65921,"2016-01",74.40725,2,100,74.40725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,729,"Ultra_Delivery"
"526",0,"12544347",65921,"2016-03",139.0295,4,100,139.0295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,789,"Ultra_Delivery"
"527",0,"12544347",65921,"2016-04",72.76945,7,100,72.76945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,820,"Ultra_Delivery"
"528",0,"12544347",65921,"2016-05",24.503375,3,100,24.503375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,850,"Ultra_Delivery"
"529",0,"12544347",65921,"2016-06",105.269375,5,100,105.269375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,881,"Ultra_Delivery"
"530",0,"12544347",65921,"2016-07",582.734875,6,100,582.734875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,911,"Ultra_Delivery"
"531",0,"12544347",65921,"2016-08",468.825,4,93.8409854423292,439.95,6.15901455767077,28.875,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,1,942,"Ultra_Delivery"
"532",1,"12544347",65921,"2016-09",11666.0155,2,1.33421732552987,155.65,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,1,973,"Ultra_Delivery"
"533",0,"12544347",94737,"2017-05",NA,8,NA,986.03865,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1215,"Ultra_Delivery"
"534",1,"12600060",69884,"2016-01",340.157545,1,99.1995451695772,337.4347375,0.800454830422768,2.7228075,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,1,4292,"Ultra_Delivery"
"535",1,"12600060",69884,"2016-02",3144.83573,18,95.3669939383448,2999.1353,4.63300606165524,145.70043,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,1,4323,"Ultra_Delivery"
"536",1,"12600060",69884,"2016-03",9868.24246416667,20,98.1098897522976,9681.72180208334,1.89011024770239,186.520662083333,0,0,0,0,0,1,1,1,1,0,10,20,26,31,0,1,4352,"Ultra_Delivery"
"537",1,"12600060",69884,"2016-04",1646.76455,4,112.263141989545,1848.709625,0.072331226707546,1.191125,0,0,0,0,0,1,1,1,1,1,10,20,26,31,43,1,4383,"Ultra_Delivery"
"538",0,"12600060",70962,"2016-04",9730.1440397619,16,92.1466979459045,8966.00643802083,7.85330205409549,764.137601741071,0,0,0,0,0,1,1,1,1,0,4,8,13,17,0,2,4383,"Ultra_Delivery"
"539",0,"12600060",70962,"2016-05",5748.58208604762,13,89.9724409804746,5172.13962458333,10.9559892689522,629.814036464286,0,0,0,0,0,1,1,1,1,0,4,8,13,17,0,2,4413,"Ultra_Delivery"
"540",0,"12600060",72013,"2016-05",3217.551025,9,96.5701499636668,3107.19385,3.42985003633315,110.357175,0,0,0,0,0,1,1,1,0,0,5,11,18,0,0,3,4413,"Ultra_Delivery"
"541",1,"12600060",72013,"2016-06",6326.866155,19,87.7769591247185,5553.53071875,12.2230408752815,773.33543625,0,0,0,0,1,1,1,1,0,0,5,11,18,0,0,3,4444,"Ultra_Delivery"
"542",1,"12600060",72013,"2016-07",5321.43992787879,17,83.7188253484293,4455.04699924242,18.5060409773134,984.787853636364,0,0,0,0,1,1,1,1,1,0,5,11,18,30,0,3,4474,"Ultra_Delivery"
"543",0,"12600060",81307,"2016-09",591.190475,3,94.1870088485441,556.824625,5.81299115145588,34.36585,0,0,0,0,0,1,1,0,0,0,7,16,0,0,0,4,4536,"Ultra_Delivery"
"544",0,"12600060",81307,"2016-10",4136.038828125,15,97.1351835222322,4017.54890625,2.86481647776782,118.489921875,0,0,0,0,0,1,1,0,0,0,7,16,0,0,0,4,4566,"Ultra_Delivery"
"545",0,"12600060",81307,"2016-11",10272.7703986842,17,34.6184574686036,3556.27465131579,70.1324840355744,7204.54905986842,0,0,0,0,0,1,1,1,1,0,7,16,26,31,0,4,4597,"Ultra_Delivery"
"546",0,"12600060",84355,"2016-11",2447.6956875,2,0.430583550635929,10.539375,99.5694164493641,2437.1563125,0,0,0,0,0,1,1,1,1,1,2,3,7,8,13,5,4597,"Ultra_Delivery"
"547",0,"12600060",84355,"2016-12",12552.30434375,11,10.2270714347652,1283.73313194444,99.9974218323936,12551.9807243056,0,0,0,0,0,1,1,1,1,1,2,3,7,8,13,5,4627,"Ultra_Delivery"
