"X","newMark","accode","schemerefno","monthly","monthly_ab_consumed","no_of_transactions","monthly_per_ab_del","monthly_ab_del","monthly_per_ab_id","monthly_ab_id","monthly_per_ab_opt","monthly_ab_opt","monthly_per_ab_fut","monthly_ab_fut","Mark","mark10","mark25","mark50","mark75","mark100","mark10t","mark25t","mark50t","mark75t","mark100t","no_of_schemes","tenure","behavioural"
"259",0,"11704685",81405,"2016-09",5950,2,0,0,0,0,100,5950,0,0,0,1,1,1,1,1,1,1,1,4,6,1,1009,"Ultra_Fno"
"260",0,"11704685",81405,"2016-10",4050,4,0,0,0,0,102.469135802469,4150,0,0,0,1,1,1,1,1,1,1,1,4,6,1,1039,"Ultra_Fno"
"261",0,"11704685",82546,"2016-10",5000,3,0,0,0,0,104,5200,0,0,0,1,1,1,1,1,1,1,2,2,3,2,1039,"Ultra_Fno"
"262",0,"11802763",69192,"2015-12",3159.292,1,0,0,0,0,80.7142866186475,2550,19.2857133813525,609.292,0,0,0,0,0,0,0,0,0,0,0,1,3622,"Ultra_Fno"
"263",0,"11802763",69192,"2016-01",936.90215,4,4.28273112619071,40.125,0,0,0,0,95.7172688738093,896.77715,0,0,0,0,0,0,0,0,0,0,0,1,3653,"Ultra_Fno"
"264",0,"11802763",69192,"2016-02",157.8657,4,100,157.8657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3684,"Ultra_Fno"
"265",0,"11802763",69192,"2016-05",307.7465,3,100,307.7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3774,"Ultra_Fno"
"266",0,"11802763",69192,"2016-06",2303.225,11,95.4277154858948,2197.915,4.57228451410522,105.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3805,"Ultra_Fno"
"267",0,"11802763",69192,"2016-07",7226.858125,13,92.3378352608797,6673.12435,7.6621647391203,553.733775,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,1,3835,"Ultra_Fno"
"268",0,"11802763",69192,"2016-08",8375.70033,19,95.6566601517846,8011.9152,4.34333984821542,363.78513,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,1,3866,"Ultra_Fno"
"269",0,"11802763",69192,"2016-09",10618.48426,18,96.9747479759413,10297.24835,3.02525202405866,321.23591,0,0,0,0,0,1,1,0,0,0,31,60,0,0,0,1,3897,"Ultra_Fno"
"270",0,"11802763",69192,"2016-10",10593.81625,13,98.4679741825803,10431.51625,1.53202581741967,162.3,0,0,0,0,0,1,1,0,0,0,-1,60,0,0,0,1,3927,"Ultra_Fno"
"271",0,"11802763",69192,"2016-11",5074.8134,10,95.4161861399672,4842.1934,4.58381386003277,232.62,0,0,0,0,0,1,1,0,0,0,-1,60,0,0,0,1,3958,"Ultra_Fno"
"272",0,"11802763",69192,"2016-12",3066.7911,9,100,3066.7911,0,0,0,0,0,0,0,1,1,1,0,0,31,-1,100,0,0,1,3988,"Ultra_Fno"
"273",0,"11802763",69192,"2017-01",6177.32929279427,14,95.0310119178163,5870.37853643808,4.96898808218374,306.950756356192,0,0,0,0,0,1,1,1,0,0,31,-1,100,0,0,1,4019,"Ultra_Fno"
"274",0,"11802763",69192,"2017-02",5524.41,9,97.9081929110982,5408.85,2.0918070889018,115.56,0,0,0,0,0,1,1,1,0,0,31,60,100,0,0,1,4050,"Ultra_Fno"
"275",1,"11802763",69192,"2017-03",4203.92568059006,8,99.2662578570002,4173.07970621118,0.733742142999837,30.845974378882,0,0,0,0,1,1,1,1,1,0,31,60,-1,132,0,1,4078,"Ultra_Fno"
"276",1,"11802763",69192,"2017-04",14929.21565,15,96.5021477869804,14407.01375,3.49785221301964,522.2019,0,0,0,0,0,1,1,1,1,0,31,60,-1,132,0,1,4109,"Ultra_Fno"
"277",1,"11802763",69192,"2017-05",14276.9932,13,98.2829935087452,14031.8563,1.71700649125476,245.1369,0,0,0,0,0,1,1,1,1,0,31,60,100,132,0,1,4139,"Ultra_Fno"
"278",1,"11802763",69192,"2017-06",1974.0628,2,111.797152552593,2206.946,8.9768053478339,177.207775,0,0,0,0,0,1,1,1,1,0,31,60,100,-1,0,1,4170,"Ultra_Fno"
"279",0,"11802763",97153,"2017-06",961.444774999997,2,77.2673812700266,742.883199999997,22.7326187299734,218.561575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4170,"Ultra_Fno"
"280",0,"11802785",78807,"2016-08",23792.029,11,100,23792.029,0,0,0,0,0,0,0,1,1,1,1,0,4,7,8,9,0,1,3860,"Ultra_Fno"
"281",0,"11802785",78807,"2016-09",4347.8121,1,159.321512537306,6927,0,0,0,0,0,0,0,1,1,1,1,1,4,7,8,9,12,1,3891,"Ultra_Fno"
"282",0,"11802785",81072,"2016-10",5052.82125,1,97.2031219192644,4911.5,2.79687808073559,141.32125,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3921,"Ultra_Fno"
"283",0,"11802785",81072,"2016-11",3674.8405,3,100,3674.8405,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3952,"Ultra_Fno"
"284",0,"11802785",81072,"2016-12",16272.33825,4,23.0449717329346,3749.95575,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,2,3982,"Ultra_Fno"
"285",0,"11803838",78806,"2016-08",6057.034775,5,99.4493506106707,6023.68175,0.550649389329286,33.353025,0,0,0,0,0,1,1,0,0,0,3,6,0,0,0,1,3706,"Ultra_Delivery"
"286",1,"11803838",78806,"2016-09",16610.9005,6,100,16610.9005,0,0,0,0,0,0,1,1,1,0,0,0,3,6,0,0,0,1,3737,"Ultra_Delivery"
"287",1,"11803838",78806,"2016-10",506.24225,2,100,506.24225,0,0,0,0,0,0,0,1,1,1,1,0,3,6,8,10,0,1,3767,"Ultra_Delivery"
"288",1,"11803838",78806,"2016-11",405.62275,4,100,405.62275,0,0,0,0,0,0,0,1,1,1,1,0,3,6,8,10,0,1,3798,"Ultra_Delivery"
"289",1,"11803838",78806,"2016-12",1420.1997,8,63.1038719413896,896.201,0,0,0,0,0,0,0,1,1,1,1,0,3,6,8,10,0,1,3828,"Ultra_Delivery"
"290",0,"11803838",82760,"2016-12",330.22005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,3828,"Ultra_Delivery"
"291",0,"11803838",82760,"2017-01",4430.1625,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,3859,"Ultra_Delivery"
"292",0,"11803838",82760,"2017-02",1350.0875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,3890,"Ultra_Delivery"
"293",0,"11805317",79652,"2016-09",25000.00005,4,108.051684783897,27012.92125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,4,1,3558,"Ultra_Delivery"
"294",0,"11805317",81071,"2016-09",2262,2,100,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3558,"Ultra_Delivery"
"295",0,"11805317",81071,"2016-11",6331.1075,2,100,6331.1075,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,3619,"Ultra_Delivery"
"296",0,"11805317",81071,"2016-12",8500.231,3,100,8500.231,0,0,0,0,0,0,0,1,1,1,0,0,-1,4,6,0,0,2,3649,"Ultra_Delivery"
"297",0,"11805317",81071,"2017-01",1569.5,3,52.7875119464798,828.5,0,0,0,0,47.2124880535202,741,0,1,1,1,1,0,3,-1,-1,7,0,2,3680,"Ultra_Delivery"
"298",0,"11805317",81071,"2017-02",2831.39775,5,100,2831.39775,0,0,0,0,0,0,0,1,1,1,1,0,3,4,6,7,0,2,3711,"Ultra_Delivery"
"299",0,"11805317",81071,"2017-03",964.75,1,100,964.75,0,0,0,0,0,0,0,1,1,1,1,0,3,4,6,-1,0,2,3739,"Ultra_Delivery"
"300",0,"11805317",81071,"2017-05",404.14525,3,100,404.14525,0,0,0,0,0,0,0,1,1,1,1,0,3,4,6,7,0,2,3800,"Ultra_Delivery"
"301",0,"11806823",71762,"2016-03",5951.464375,9,0,0,3.51492274537895,209.189375,74.3514490078755,4425,22.1336282467456,1317.275,0,1,1,0,0,0,5,10,0,0,0,1,3169,"Ultra_Fno"
"302",1,"11806823",71762,"2016-04",6978.4,16,0,0,0,0,95.652298521151,6675,4.34770147884902,303.4,1,1,1,0,0,0,5,10,0,0,0,1,3200,"Ultra_Fno"
"303",1,"11806823",71762,"2016-07",341.4626,2,0,0,12.1426475403163,41.4626,87.8573524596837,300,0,0,0,1,1,1,0,0,5,10,24,0,0,1,3291,"Ultra_Fno"
"304",1,"11806823",71762,"2016-08",4470.625,10,24.5071997763176,1095.625,0,0,75.4928002236824,3375,0,0,0,1,1,1,0,0,5,10,-1,0,0,1,3322,"Ultra_Fno"
"305",1,"11806823",71762,"2016-09",7964.048075,7,42.1122290458633,3353.83816666667,8.52139391854856,678.647908333333,67.8047137479139,5400,0,0,0,1,1,1,1,0,5,10,24,33,0,1,3353,"Ultra_Fno"
"306",0,"11806823",81086,"2016-09",18539.299,6,17.9710745805437,3331.71125,4.76063172615103,882.58775,77.2682936933052,14325,0,0,0,1,1,1,1,1,1,4,5,5,9,2,3353,"Ultra_Fno"
"307",0,"11806823",81086,"2016-10",6460.701125,3,0,0,3.6577473625202,236.316125,94.0300422889474,6075,4.96269667636111,320.625,0,1,1,1,1,1,1,4,5,5,9,2,3383,"Ultra_Fno"
"308",0,"11810170CO",102136,"2017-06",696.17765,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,1,30,"NA"
"309",0,"11811663",69193,"2015-12",3603.45665,1,0,0,0,0,70.7653857858953,2550,29.2346142141047,1053.45665,0,0,0,0,0,0,0,0,0,0,0,1,2338,"Ultra_Fno"
"310",0,"11811663",69193,"2016-01",448.8596,2,0,0,0,0,0,0,100,448.8596,0,0,0,0,0,0,0,0,0,0,0,1,2369,"Ultra_Fno"
"311",0,"11811663",69193,"2016-05",1359.97065,8,100,1359.97065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2490,"Ultra_Fno"
"312",0,"11811663",69193,"2016-06",4020.744625,13,97.1312620980001,3905.4,2.86873790199993,115.344625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2521,"Ultra_Fno"
"313",0,"11811663",69193,"2016-07",7656.610885,15,94.1744951950761,7210.57465,5.82550480492388,446.036235,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,1,2551,"Ultra_Fno"
"314",0,"11811663",69193,"2016-08",6864.35075,12,96.885867173964,6650.58575,3.11413282603602,213.765,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,1,2582,"Ultra_Fno"
"315",0,"11811663",69193,"2016-09",6044.85304,13,95.8220565772431,5792.3025,4.17794342275689,252.55054,0,0,0,0,0,1,1,0,0,0,-1,54,0,0,0,1,2613,"Ultra_Fno"
"316",0,"11811663",69193,"2016-10",5390.045,10,100,5390.045,0,0,0,0,0,0,0,1,1,0,0,0,-1,54,0,0,0,1,2643,"Ultra_Fno"
"317",0,"11811663",69193,"2016-11",2759.2836725,5,96.383492625476,2659.493975,3.61650737452403,99.7896975,0,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,1,2674,"Ultra_Fno"
"318",0,"11811663",69193,"2016-12",1718.6250875,6,92.37371411291,1587.557825,7.62628588708996,131.0672625,0,0,0,0,0,1,1,0,0,0,26,-1,0,0,0,1,2704,"Ultra_Fno"
"319",0,"11811663",69193,"2017-01",2570.38403,9,92.1042926803432,2367.43403,7.89570731965682,202.95,0,0,0,0,0,1,1,0,0,0,26,-1,0,0,0,1,2735,"Ultra_Fno"
"320",0,"11811663",69193,"2017-02",5103.96505,7,60.3256491734793,3079.00005,0.180056091880958,9.19,0,0,0,0,0,1,1,0,0,0,26,54,0,0,0,1,2766,"Ultra_Fno"
"321",0,"11811663",69193,"2017-03",5870.38755,12,77.0613526188744,4523.80005,0.768475669038239,45.1125,0,0,0,0,0,1,1,1,0,0,26,54,107,0,0,1,2794,"Ultra_Fno"
"322",0,"11811663",69193,"2017-04",10982.478095,15,85.1694906112171,9353.72065,3.15145126633644,346.107445,0,0,0,0,0,1,1,1,0,0,26,54,107,0,0,1,2825,"Ultra_Fno"
"323",0,"11811663",69193,"2017-05",7211.27635,9,89.4560967698873,6450.92635,1.5600567020289,112.5,0,0,0,0,0,1,1,1,1,0,26,54,-1,130,0,1,2855,"Ultra_Fno"
"324",0,"11811663",69193,"2017-06",1137.00979,3,69.0407423844609,785,30.9592576155391,352.00979,0,0,0,0,0,1,1,1,1,0,26,54,-1,130,0,1,2886,"Ultra_Fno"
"325",0,"11811827",84506,"2016-11",19677.82296,8,5.11875832020393,1007.2602,0.211288350263722,41.5769475,8.68998569341738,1710,85.979967636115,16918.9858125,0,1,1,1,1,1,4,5,7,8,10,1,2639,"Ultra_Fno"
"326",0,"11811827",84506,"2016-12",5322.17705,2,0.720663736656412,38.355,0,0,1.6910373171445,90,146.484853411632,7796.18325,0,1,1,1,1,1,4,5,7,8,10,1,2669,"Ultra_Fno"
"327",0,"11811827",86116,"2016-12",24157.5429533824,10,7.70934505318266,1862.38834264706,1.12400860161681,271.532860735294,16.7649500109155,4050,74.401696334285,17973.62175,0,1,1,1,1,1,2,6,8,9,11,2,2669,"Ultra_Fno"
"328",0,"11811827",86116,"2017-01",5842.4572,1,11.0186943260791,643.7625,0,0,12.3235819339849,720,82.3815534326892,4813.107,0,1,1,1,1,1,2,6,8,9,11,2,2700,"Ultra_Fno"
"329",0,"11811827",88305,"2017-01",13491.0447,4,25.1381844431959,3391.4037,0.666247514545705,89.88375,0,0,74.1955680422584,10009.75725,0,1,1,1,1,0,1,2,4,5,0,3,2700,"Ultra_Fno"
"330",0,"11811827",88305,"2017-02",9099.02596657895,2,0.272996730774162,24.8400434210526,0.039247862035033,3.57117315789474,0,0,99.6877554071908,9070.61475,0,1,1,1,1,0,1,2,4,5,0,3,2731,"Ultra_Fno"
"331",0,"11812314",82260,"2016-10",2286.6477,3,87.7947624667616,2007.55691666667,12.2052375332384,279.090783333333,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1,2510,"Ultra_Delivery"
"332",0,"11812314",82260,"2016-11",1874.281725,9,5.6227806414748,105.38675,94.3772193585252,1768.894975,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1,2541,"Ultra_Delivery"
"333",0,"11812314",82260,"2017-01",536.9964,1,100,536.9964,0,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1,2602,"Ultra_Delivery"
"334",0,"11812314",82260,"2017-03",53.976,2,83.66218319253,45.1575,16.33781680747,8.8185,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1,2661,"Ultra_Delivery"
"335",0,"11812314",82260,"2017-05",70.46875,1,100,70.46875,0,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1,2722,"Ultra_Delivery"
"336",1,"11812318",82263,"2016-10",9999.99993377126,7,40.6314846721112,4063.1484403014,138.304523475672,13830.4522559699,0,0,0,0,1,1,1,1,1,0,1,3,5,5,0,1,2514,"Ultra_Delivery"
"337",0,"11812318",86234,"2017-01",3823.98283,13,64.4439975165893,2464.3274,35.5560024834107,1359.65543,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,2,2606,"Ultra_Delivery"
"338",0,"11812318",86234,"2017-02",1747.39324,2,63.7790895883287,1114.4715,36.2209104116713,632.92174,0,0,0,0,0,1,1,1,0,0,6,10,15,0,0,2,2637,"Ultra_Delivery"
"339",0,"11812320",82261,"2016-10",5275.8510875,10,84.6744260008457,4467.296625,15.3255739991543,808.5544625,0,0,0,0,0,1,1,1,0,0,4,6,9,0,0,1,2528,"Ultra_Delivery"
"340",0,"11812320",82261,"2016-11",168.50725,2,100,168.50725,0,0,0,0,0,0,0,1,1,1,0,0,4,6,9,0,0,1,2559,"Ultra_Delivery"
"341",0,"11812320",82261,"2017-01",536.9964,1,100,536.9964,0,0,0,0,0,0,0,1,1,1,0,0,4,6,9,0,0,1,2620,"Ultra_Delivery"
"342",0,"11812320",82261,"2017-03",1033.918,6,100,1033.918,0,0,0,0,0,0,0,1,1,1,0,0,4,6,9,0,0,1,2679,"Ultra_Delivery"
"343",0,"11812320",82261,"2017-04",750.956422707736,5,96.761580437457,726.637303008596,3.238419562543,24.3191196991404,0,0,0,0,0,1,1,1,1,0,4,6,9,16,0,1,2710,"Ultra_Delivery"
"344",0,"11812320",82261,"2017-05",37.686,1,100,37.686,0,0,0,0,0,0,0,1,1,1,1,0,4,6,9,16,0,1,2740,"Ultra_Delivery"
"345",0,"11812325",82259,"2016-10",5082.6149625,10,84.0100328571761,4269.9065,15.9899671428239,812.7084625,0,0,0,0,0,1,1,1,0,0,5,6,10,0,0,1,2514,"Ultra_Delivery"
"346",0,"11812325",82259,"2016-11",448.064075,4,71.7625598526282,321.54225,28.2374401473718,126.521825,0,0,0,0,0,1,1,1,0,0,5,6,10,0,0,1,2545,"Ultra_Delivery"
"347",0,"11812325",82259,"2016-12",368.9284875,3,1.84114272281562,6.7925,98.1588572771844,362.1359875,0,0,0,0,0,1,1,1,0,0,5,6,10,0,0,1,2575,"Ultra_Delivery"
"348",0,"11812325",82259,"2017-01",536.9964,1,100,536.9964,0,0,0,0,0,0,0,1,1,1,0,0,5,6,10,0,0,1,2606,"Ultra_Delivery"
"349",0,"11812325",82259,"2017-02",595.1300625,1,0,0,100,595.1300625,0,0,0,0,0,1,1,1,0,0,5,6,10,0,0,1,2637,"Ultra_Delivery"
"350",0,"11812325",82259,"2017-03",1287.31180103189,7,68.1561331829394,877.381945590994,31.8438668170606,409.929855440901,0,0,0,0,0,1,1,1,1,0,5,6,10,19,0,1,2665,"Ultra_Delivery"
"351",0,"11812325",82259,"2017-04",322.96975,3,100,322.96975,0,0,0,0,0,0,0,1,1,1,1,0,5,6,10,19,0,1,2696,"Ultra_Delivery"
"352",0,"11812325",82259,"2017-05",198.74375,2,100,198.74375,0,0,0,0,0,0,0,1,1,1,1,0,5,6,10,19,0,1,2726,"Ultra_Delivery"
"353",1,"11812388",86802,"2017-01",3615.1295,6,94.3266209412415,3410.0295,5.67337905875848,205.1,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,2607,"Ultra_Delivery"
"354",1,"11812388",86802,"2017-02",4874.91952,8,98.0021192226779,4777.52444,1.99788077732204,97.39508,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,2638,"Ultra_Delivery"
"355",1,"11812388",86802,"2017-03",3550.168,5,100,3550.168,0,0,0,0,0,0,0,1,1,0,0,0,5,9,0,0,0,1,2666,"Ultra_Delivery"
"356",1,"11812388",86802,"2017-04",12213.583,11,124.382636119147,15191.5765,2.71402748890313,331.48,0,0,0,0,0,1,1,0,0,0,5,9,0,0,0,1,2697,"Ultra_Delivery"
"357",0,"11812388",95540,"2017-04",1198.06,2,99.9115236298683,1197,0.0884763701317129,1.06,0,0,0,0,0,1,1,0,0,0,6,11,0,0,0,2,2697,"Ultra_Delivery"
"358",0,"11812388",95540,"2017-05",15627.7501,12,100,15627.7501,0,0,0,0,0,0,0,1,1,0,0,0,6,11,0,0,0,2,2727,"Ultra_Delivery"
"359",0,"11812388",95540,"2017-06",768,1,100,768,0,0,0,0,0,0,0,1,1,0,0,0,6,11,0,0,0,2,2758,"Ultra_Delivery"
"360",0,"11812870",74673,"2016-05",4591.104875,10,9.43146065684243,433.00825,0.57138479111741,26.232875,0,0,89.9971545520401,4131.86375,0,1,1,0,0,0,6,8,0,0,0,1,2271,"Ultra_Fno"
"361",1,"11812870",74673,"2016-06",2410.152625,7,22.5323956402968,543.065125,0,0,0,0,77.4676043597031,1867.0875,1,1,1,0,0,0,6,8,0,0,0,1,2302,"Ultra_Fno"
"362",1,"11812870",74673,"2016-07",3953.4761125,13,0,0,3.21966312373919,127.2886125,0,0,96.7803368762608,3826.1875,0,1,1,1,0,0,6,8,20,0,0,1,2332,"Ultra_Fno"
"363",1,"11812870",74673,"2016-08",5471.235675,12,79.0218015969491,4323.469,0.412334184452765,22.559775,0,0,26.6146458770486,1456.15,0,1,1,1,1,0,6,8,20,26,0,1,2363,"Ultra_Fno"
"364",0,"11812870",81214,"2016-09",342.525,1,0,0,0,0,0,0,100,342.525,0,0,0,0,0,0,0,0,0,0,0,2,2394,"Ultra_Fno"
"365",0,"11812870",81214,"2016-10",857.515375,4,4.78411247145277,41.0245,0.407091826196119,3.490875,0,0,94.8087957023511,813,0,0,0,0,0,0,0,0,0,0,0,2,2424,"Ultra_Fno"
"366",0,"11812870",81214,"2016-11",1521.214,6,16.3686042857875,249.0015,0,0,0,0,83.6313957142125,1272.2125,0,1,0,0,0,0,8,0,0,0,0,2,2455,"Ultra_Fno"
"367",1,"11812870",81214,"2016-12",954.03125,3,0,0,0,0,0,0,100,954.03125,1,1,0,0,0,0,8,0,0,0,0,2,2485,"Ultra_Fno"
"368",1,"11812870",81214,"2017-01",5276.04725,12,12.6152514081446,665.586625,0,0,0,0,87.3847485918554,4610.460625,1,1,1,0,0,0,8,20,0,0,0,2,2516,"Ultra_Fno"
"369",1,"11812870",81214,"2017-02",7775.365625,14,2.22883409421663,173.3,0,0,0,0,97.7711659057834,7602.065625,0,1,1,1,1,0,8,20,28,35,0,2,2547,"Ultra_Fno"
"370",1,"11812870",81214,"2017-03",2059.1103,3,19.475037349869,401.0125,0,0,0,0,83.8403362850451,1726.365,0,1,1,1,1,0,8,20,28,35,0,2,2575,"Ultra_Fno"
"371",0,"11812870",90381,"2017-03",6802.756575,14,6.02604981496049,409.9375,0,0,0,0,93.9739501850395,6392.819075,0,1,1,0,0,0,5,13,0,0,0,3,2575,"Ultra_Fno"
"372",0,"11812870",90381,"2017-04",12990.9377,13,3.16943056389224,411.73875,0,0,1.15465106110085,150,96.7442240524331,12567.981875,0,1,1,1,0,0,5,13,18,0,0,3,2606,"Ultra_Fno"
"373",0,"11812870",94926,"2017-04",3120.097925,4,0,0,0,0,0,0,100,3120.097925,0,1,1,1,0,0,3,10,20,0,0,4,2606,"Ultra_Fno"
"374",0,"11812870",94926,"2017-05",14394.352325,20,6.32973946606521,911.125,0,0,4.16830147305707,600,89.5019590608777,12883.227325,0,1,1,1,1,0,3,10,20,21,0,4,2636,"Ultra_Fno"
"375",0,"11812870",94926,"2017-06",1476.68,4,0,0,0,0,0,0,100,1476.68,0,1,1,1,1,0,3,10,20,21,0,4,2667,"Ultra_Fno"
"376",1,"11813079",73778,"2016-04",9673.45642492003,2,89.5478039190053,8662.36779157782,0.343730636513344,33.2506333422186,0,0,10.1084654444813,977.838,1,1,1,1,1,0,2,3,10,14,0,1,2201,"Ultra_Fno"
"377",1,"11813079",73778,"2016-05",36880.3585378033,20,78.3889825216346,28910.1378081148,14.6816562917586,5414.64747968852,0,0,6.92936118660689,2555.57325,0,1,1,1,1,0,2,3,10,14,0,1,2231,"Ultra_Fno"
"378",1,"11813079",73778,"2016-06",3446.18515,2,154.19498862387,5313.8448,7.40453063005044,255.173835,0,0,1.42070138048154,48.96,0,1,1,1,1,1,2,3,10,14,24,1,2262,"Ultra_Fno"
"379",0,"11813079",75421,"2016-06",44471.269775,14,86.985814708503,38683.696325,1.07211116842908,476.78145,0,0,2.82200060027407,1254.9795,0,1,1,1,1,0,2,2,4,8,0,2,2262,"Ultra_Fno"
"380",0,"11813079",75421,"2016-07",4167.48025,4,119.404728432726,4976.168475,6.7216875232942,280.125,0,0,0,0,0,1,1,1,1,0,2,2,4,8,0,2,2292,"Ultra_Fno"
"381",0,"11813079",77494,"2016-07",18516.07085,8,84.0537551194345,15563.45285,1.51287496288663,280.125,0,0,8.97071664639909,1661.02425,0,1,1,1,0,0,4,6,11,0,0,3,2292,"Ultra_Fno"
"382",1,"11813079",77494,"2016-08",17281.756773,9,66.5899177448168,11507.90762,19.4829955497372,3367.003903,0,0,2.23534999985386,386.30775,1,1,1,1,1,0,4,6,11,12,0,3,2323,"Ultra_Fno"
"383",1,"11813079",77494,"2016-09",1817.1375,2,72.5591761768166,1318.5,0,0,0,0,0,0,0,1,1,1,1,0,4,6,11,12,0,3,2354,"Ultra_Fno"
"384",1,"11813079",77494,"2016-10",5815.20822,3,99.496957479538,5785.95525,0.503042520461976,29.25297,0,0,0,0,0,1,1,1,1,0,4,6,11,12,0,3,2384,"Ultra_Fno"
"385",1,"11813079",77494,"2016-11",2584.9403,1,221.378420228893,5722.5,0,0,0,0,0,0,0,1,1,1,1,0,4,6,11,12,0,3,2415,"Ultra_Fno"
"386",1,"11813079",79138,"2016-11",25789.506775,6,100,25789.506775,0,0,0,0,0,0,1,1,1,1,0,0,2,3,6,0,0,4,2415,"Ultra_Fno"
"387",1,"11813079",79138,"2016-12",8114.0523,2,100,8114.0523,0,0,0,0,0,0,1,1,1,1,0,0,2,3,6,0,0,4,2445,"Ultra_Fno"
"388",1,"11813079",79138,"2017-01",9604.01736,3,100,9604.01736,0,0,0,0,0,0,0,1,1,1,1,0,2,3,6,7,0,4,2476,"Ultra_Fno"
"389",1,"11813079",79138,"2017-02",6492.4236,1,124.250529253913,8066.87068440594,0.0884416885461068,5.74200905940594,0,0,0,0,0,1,1,1,1,1,2,3,6,7,12,4,2507,"Ultra_Fno"
"390",0,"11813079",88512,"2017-02",17511.5293259653,10,50.464095510509,8837.03488440594,1.3850974237856,242.551741559406,77.0920674528568,13500,3.74199755945003,655.281,0,1,1,1,1,0,2,6,10,10,0,5,2507,"Ultra_Fno"
"391",0,"11813079",89479,"2017-02",5819.3548,3,0,0,0.515675724051058,30.009,98.3500490466744,5723.3383,1.13427522927456,66.0075,0,1,1,1,1,0,1,4,5,5,0,6,2507,"Ultra_Fno"
"392",0,"11813079",89479,"2017-03",19067.96525,10,38.4434448242976,7330.3827,0,0,44.5773835254918,8500,17.512905578638,3339.35475,0,1,1,1,1,0,1,4,5,5,0,6,2535,"Ultra_Fno"
"393",0,"11813079",91664,"2017-03",9315.541925,10,74.2849238478415,6920.043225,0,0,0,0,25.7150761521585,2395.4987,0,1,1,0,0,0,9,12,0,0,0,7,2535,"Ultra_Fno"
"394",0,"11813079",91664,"2017-04",18978.701819471,12,65.4586308309976,12423.1983605234,3.27760805172396,622.047458947664,13.6995671502281,2600,17.5641939670503,3333.456,0,1,1,0,0,0,9,12,0,0,0,7,2566,"Ultra_Fno"
"395",0,"11813079",91664,"2017-05",6875.4780375,5,75.3563224512009,5181.1074,0.539982635352866,37.1263875,0,0,24.1036949134462,1657.24425,0,1,1,1,0,0,9,12,21,0,0,7,2596,"Ultra_Fno"
"396",1,"11815066",73779,"2016-05",21585.7168627492,18,48.3170593387861,10429.5836252769,1.48630452957517,320.829487472313,0,0,50.1966361316388,10835.30375,1,1,1,0,0,0,5,11,0,0,0,1,1510,"Ultra_Fno"
"397",1,"11815066",73779,"2016-06",7035.9911,15,29.9261549662847,2105.6016,0,0,0,0,70.0738450337153,4930.3895,0,1,1,0,0,0,5,11,0,0,0,1,1541,"Ultra_Fno"
"398",1,"11815066",73779,"2016-07",12546.9104,12,86.9131846195379,10904.9194,2.97682846288597,373.5,0,0,10.1099869175761,1268.491,0,1,1,1,0,0,5,11,24,0,0,1,1571,"Ultra_Fno"
"399",1,"11815066",73779,"2016-08",5285.9196,1,100,5285.9196,0,0,0,0,0,0,0,1,1,1,1,0,5,11,24,37,0,1,1602,"Ultra_Fno"
"400",0,"11815066",79137,"2016-08",10774.643098077,3,70.4658764139024,7592.44668953,29.5341235860976,3182.196408547,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1602,"Ultra_Fno"
"401",0,"11815066",79137,"2016-09",5618.905575,3,97.0558768466224,5453.478075,2.9441231533776,165.4275,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1633,"Ultra_Fno"
